"Allow Reorder","Tillad genbestilling"
"Amount","Beløb"
"Amount: %s.","Beløb: %s."
"An error occurred while assigning order status. Status has not been assigned.","Der opstod en fejl ved tildeling af ordrestatus."
"An error occurred while creating shipping label.","Der opstod en fejl ved oprettelse af pakkelabel."
"An error occurred while saving order status. The status has not been added.","Der opstod en fejl ved lagring af ordrestatusen. Den er ikke tilføjet."
"An error occurred while unassigning order status.","Der opstod en fejl ved fratagelse af status fra ordren."
"An error occurred while updating the order address. The address has not been changed.","Der opstod en fejl ved opdatering af ordreadressen. Adressen er ikke ændret."
"An item option with code %s already exists.","En item option code %s eksisterer allerede."
"Anchor Custom Title","Egen ankertitel"
"Append Comments","Tilføj kommentarer"
"Apply Coupon Code","Anvend rabatkode"
"Apply","Giv"
"Approved the payment online.","Betaling godkendt online."
"Are you sure you want to accept this payment?","Er du sikker på at du vil acceptere denne betaling?"
"Are you sure you want to cancel this order?","Er du sikker på, at ordren skal annulleres?"
"Are you sure you want to delete all items from shopping cart?","Er du sikker på at du vil slette alle produkter fra indkøbskurven?"
"Are you sure you want to deny this payment?","Er du sikker på at du vil afvise denne betaling?"
"Are you sure you want to do this?","Er du sikker på at du vil gøre dette?"
"Are you sure you want to send Creditmemo email to customer?","Er du sikker på at du vil sende kreditnotaen som e-mail til kunden?"
"Are you sure you want to send Invoice email to customer?","Er du sikker på at du vil sende fakturaen som e-mail til kunden?"
"Are you sure you want to send Shipment email to customer?","Er du sikker på at du vil sende leveringen som e-mail til kunden?"
"Are you sure you want to send order email to customer?","Er du sikker på at du vil sende ordrebekræftelsen som e-mail til kunden?"
"Are you sure you want to void the payment?","Er du sikker på at du vil annullere betalingen?"
"Are you sure? This order will be canceled and a new one will be created instead","Er du sikker? Ordren vil blive annulleret, og en ny oprettes i stedet"
"Are you sure?","Er du sikker?"
"Assign Order Status to State","Tildel ordrestatus til tilstand"
"Assign Status to State","Tildel status til tilstand"
"Assignment Information","Tildelingsinformation"
"At least a payment ID must be set.","Som minimum skal et betalings-ID angives."
"Authorization","Autorisation"
"Authorized amount of %s.","Autoriseret beløb på %s."
"Authorizing amount of %s is pending approval on gateway.","Autorisationsbeløb på %s afventer godkendelse i gatewayen."
"Back to Billing Agreements","Tilbage til betalingsaftaler"
"Back to My Orders","Tilbage til Mine ordrer"
"Back to Recurring Profiles","Tilbage til abonnementsbetalinger"
"Back","Tilbage"
"Backordered","Udsolgte produkter"
"Bestsellers","Bestsellere"
"Bill to Name","Faktureringsnavn"
"Billing Address","Betalingsadresse"
"Billing Agreement # %s","Betalingsaftale nr. %s"
"Billing Agreement #%s","Betalingsaftale nr. %s"
"Billing Agreement View","Betalingsaftalevisning"
"Billing Agreement","Betalingsaftale"
"Billing Agreements","Betalingsaftaler"
"Billing Last Name","Betalings-efternavn"
"Billing ZIP Code","Betalings-postnummer"
"Billing","Betaling"
"Buy %s for price %s","Køb %s for prisen %s"
"CSV","CSV"
"Cancel credit memo","Annuller kreditnota"
"Cancel invoice","Annuller faktura"
"Cancel order","Annuller ordre"
"Cancel","Annuller"
"Canceled order offline.","Ordre annulleret offline."
"Canceled order online.","Ordre annulleret online."
"Canceled","Annulleret"
"Cannot add order history.","Kan ikke tilføje ordrehistorik."
"Cannot create an empty shipment.","Kan ikke oprette en tom levering."
"Cannot determine the field name.","Kan ikke finde feltnavn."
"Cannot do invoice for order.","Kan ikke oprette faktura for ordren."
"Cannot do shipment for order.","Kan ikke oprette levering for ordren."
"Cannot get order instance","Kan ikke hente ordreinstans"
"Cannot get the order instance.","Kan ikke hente ordreinstans."
"Cannot register an existing credit memo.","Kan ikke registrere en eksisterende kreditnota."
"Cannot register existing invoice","Kan ikke registrere eksisterende faktura"
"Cannot register existing shipment","Kan ikke registrere eksisterende levering"
"Capture Amount","Hæv beløb"
"Capture Offline","Hæv offline"
"Capture Online","Hæv online"
"Capture invoice","Hæv faktura"
"Capture","Hæv"
"Captured amount of %s online.","Beløbet %s hævet online."
"Capturing amount of %s is pending approval on gateway.","Beløb til hævning %s afventer godkendelse i gateway."
"Carrier","Fragtselskab"
"Carrier/Method","Metode"
"Change status, add comments","Ændre status, tilføj kommentarer"
"Changing address information will not recalculate shipping, tax or other order amount.","Ændring af adressen udløser ikke en genberegning af fragt, moms eller andet."
"Checkout Totals Sort Order","Sortering af totalbeløb"
"City","By"
"Clear Shopping Cart","Tøm indkøbskurv"
"Click to change shipping method","Klik for at ændre leveringsform"
"Close","Luk"
"Closed","Lukket"
"Comma-separated.","Kommasepareret."
"Comment Text","Kommentar"
"Comment","Kommenter"
"Comments History","Kommentarhistorik"
"Comments","Kommentarer"
"Company","Firma"
"Complete","Fuldendt"
"Configure and Add to Order","Konfigurer og føj til ordre"
"Configure","Konfigurer"
"Contents","Indhold"
"Continue","Fortsæt"
"Controls whether customer IP is shown in orders, invoices, shipments, credit memos.","Styrer om kundens IP-adresse vises i ordrer, fakturaer, leveringer og kreditnoater."
"Country","Land"
"Coupons","Rabatkoder"
"Customer's Current Activities","Kundens aktuelle aktiviteter"
"Create New Customer","Opret ny kunde"
"Create New Order Status","Opret ny ordrestatus"
"Create New Order for %s in %s","Opret ny ordre for %s i %s"
"Create New Order for %s","Opret ny ordre for %s"
"Create New Order for New Customer in %s","Opret ny ordre for ny kunde i %s"
"Create New Order for New Customer","Opret ny ordre for ny kunde"
"Create New Order","Opret ordre"
"Create New Status","Opret ny status"
"Create Packages","Opret pakker"
"Create Shipment","Opret levering"
"Create Shipping Label","Opret pakkelabel"
"Create Shipping Label...","Opret pakkelabel..."
"Create new credit memo for order","Opret ny kreditnota for ordre"
"Create new invoice for order","Opret faktura for ordre"
"Create new shipment for order","Opret levering for ordre"
"Create","Opret"
"Create...","Opret..."
"Created At","Oprettet"
"Created billing agreement #%s.","Betalingsaftale nr. %s oprettet."
"Created:","Oprettet:"
"Credit Memo # ","Kreditnota nr. "
"Credit Memo #","Kreditnota nr."
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Kreditnota nr. %1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Kreditnotakommentar - afsender"
"Credit Memo Comment Email Template for Guest","Kreditnotakommentar - skabelon for gæst"
"Credit Memo Comment Email Template","Kreditnotakommentar - skabelon"
"Credit Memo Comments","Kreditnotakommentarer"
"Credit Memo Email Sender","Kreditnota - afsender"
"Credit Memo Email Template for Guest","Kreditnota - skabelon for gæst"
"Credit Memo Email Template","Kreditnota - skabelon"
"Credit Memo Update for Guest","Kreditnotaopdatering for gæst"
"Credit Memo Update","Kreditnotaopdatering"
"Credit Memo","Kreditnota"
"Credit Memos","Kreditnotaer"
"Credit memo canceling problem.","Problem med annullering af kreditnota."
"Credit memo cannot be canceled.","Kreditnotaen kan ikke annulleres."
"Credit memo has been created automatically","Kreditnota er oprettet automatisk"
"Custom Price","Tilpasset pris"
"Custom Value","Egen værdi"
"Customer Can Define Start Date","Kunden kan definere startdato"
"Customer Email","Kunde-e-mail"
"Customer Group","Kundegruppe"
"Customer Last Name","Kundens efternavn"
"Customer My Account Order Creditmemo View","Min konto, kreditnota"
"Customer My Account Order History","Min konto, ordrehistorik"
"Customer My Account Order Invoice View","Min konto, faktura"
"Customer My Account Order Shipment View","Min konto, levering"
"Customer My Account Order View","Min konto, ordre"
"Customer Name","Kundenavn"
"Customer","Kunde"
"Customer\'s Current Activities","Kundens nuværende aktiviteter"
"Customs Value","Toldværdi"
"Date Shipped","Afsendelsesdato"
"Date","Dato"
"Default Status","Standardstatus"
"Default Template","Standardskabelon"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If you see image distortion in PDF, try to use larger image","Standardlogo, bruges i PDF- og HTML-dokumenter.<br />(jpeg, tiff, png) Hvis billedet forvrænges i PDF-filen, så prøv at brug et større billede"
"Delete Package","Slet pakke"
"Delete","Slet"
"Denied the payment online.","Betaling afvist online."
"Deny Payment","Afvis betaling"
"Description Message","Beskrivelsesbesked"
"Discount (%s)","Rabat (%s)"
"Discount Amount","Rabatbeløb"
"Discount","Rabat"
"Display Order ID in Header","Vis ordrenummer i header"
"Edit Gift Messsage","Rediger gavebesked"
"Edit Order #%s","Rediger ordre nr. %s"
"Edit Order %s %s Address","Rediger ordre %s %sadresse"
"Edit Order Status","Rediger ordrestatus"
"Edit","Rediger"
"Email Address","E-mailadresse"
"Email Copy of Credit Memo","E-mail kopi af kreditnota"
"Email Copy of Invoice","E-mail kopi af faktura"
"Email Copy of Shipment","E-mail kopi af leveringsdetaljer"
"Email Order Confirmation","E-mail ordrebekræftelse"
"Email","E-mail"
"Enable","Aktiver"
"Enabled","Aktiveret"
"Enter the billing last name and email/ZIP as in the order billing address","Indtast efternavn og email/postnummer ligesom betalingsadressen"
"Entered data is incorrect. Please try again.","De indtastede data er ugyldige. Prøv igen."
"Error to Show in Shopping Cart","Fejlvisning i indkøbskurv"
"Excel XML","Excel XML"
"Excl. Tax","Ekskl. moms"
"Expired","Udløbet"
"Explanation","Forklaring"
"Failed to cancel the billing agreement.","Annullering af betalingsaftalen fejlede."
"Failed to create billing agreement for this order.","Oprettelse af betalingsaftale fejlede."
"Failed to finish billing agreement wizard.","Gennemførte ikke betalingsaftaleguiden."
"Failed to send the order email.","Udsendelse af ordremail fejlede."
"Failed to start billing agreement wizard.","Startede ikke betalingsaftaleguiden."
"Failed to update the payment.","Fejlede opdatering af betalingen."
"Failed to update the profile.","Fejlede opdatering af profilen."
"Failed to void the payment.","Kunne ikke annullere betalingen."
"Fetch","Hent"
"File extension not known or unsupported type in the following shipment: %s","Filendelse ukendt eller ikke understøttet for følgende levering: %s"
"Find Order By:","Find ordre efter:"
"First Name","Fornavn"
"From Name","Fra navn"
"From","Fra"
"From:","Fra:"
"G.T. (Base)","Total (grundvaluta)"
"G.T. (Purchased)","Total (ordrevaluta)"
"General Information","Generel information"
"General","Generelt"
"Get Payment Update","Hent betalingsopdatering"
"Get Update","Hent opdatering"
"Get shipping methods and rates","Hent leveringsformer og -priser"
"Gift Message for This Order","Gavebesked for ordren"
"Gift Message for the Entire Order","Gavebesked for hele ordren"
"Gift Message for this Order","Gavebesked for ordren"
"Gift Message","Gavebesked"
"Gift Options","Gavemuligheder"
"Girth","Omkreds"
"Grand Total to be Charged","Total til betaling"
"Grand Total","Total"
"Guest","Gæst"
"Height","Højde"
"Hide Customer IP","Skjul kunde-IP"
"Hold action is not available.","Pausefunktionen er ikke tilgængelig"
"Hold order","Sæt ordre på pause"
"Hold","Pause"
"ID #","ID nr. "
"ID","ID"
"If empty, the default description above will be used.","Hvis tom benyttes standardbeskrivelsen ovenfor"
"If empty, the default error above will be used.","Hvis tom benyttes standardfejlen ovenfor"
"If the invoice was created offline, try creating an offline creditmemo.","Hvis fakturaen er oprettet offline, prøv at oprette en offline kreditnota."
"Incl. Tax","Inkl. moms"
"Information","Information"
"Initial Fee","Startgebyr"
"Initial Fees","Startgebyrer"
"Initial period payment","Første periodes betaling"
"Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings.","Der er ikke tilstrækkelige oplysninger til at oprette pakkelabel(s). Kontroller dine forretningsinformationer og leveringsindstillinger."
"Invalid block: %s.","Ugyldig blok: %s"
"Invalid carrier specified.","Ugyldigt fragtselskab angivet."
"Invalid draw line data. Please define ""lines"" array.","Fejl i data til linietegning. Definer ""lines"" array"
"Invalid entity model","Ugyldig enhedsmodel"
"Invalid item option format.","Ugyldigt format for produktmulighed"
"Invalid qty to invoice item ""%s""","Umuligt antal at fakturere for ""%s"""
"Invalid qty to refund item ""%s""","Umuligt antal at refundere for ""%s"""
"Invalid qty to ship for item ""%s""","Umuligt antal at levere for ""%s"""
"Invalid renderer model","Ugyldig renderingsmodel"
"Invalid request for adding product to quote.","Ugyldigt kald til at tilføje produkter til tilbud."
"Invoice # ","Faktura nr. "
"Invoice #","Faktura nr. "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Faktura nr. %1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Faktura nr. %s"
"Invoice Comment Email Sender","Fakturakommentar - afsender"
"Invoice Comment Email Template for Guest","Fakturakommentar - skabelon for gæst"
"Invoice Comment Email Template","Fakturakommentar - skabelon"
"Invoice Comments","Fakturakommentarer"
"Invoice Date","Fakturadato"
"Invoice Email Sender","Faktura - afsender"
"Invoice Email Template for Guest","Faktura - skabelon for gæst"
"Invoice Email Template","Faktura - skabelon"
"Invoice Update for Guest","Fakturaopdatering for gæst"
"Invoice Update","Fakturaopdatering"
"Invoice and Packing Slip Design","Design for faktura og pakkeseddel"
"Invoice and Ship","Fakturer og lever"
"Invoice canceling problem.","Problem med annullering af fakturaen."
"Invoice cannot be canceled.","Fakturaen kan ikke annulleres."
"Invoice cannot be captured.","Fakturaen kan ikke hæves."
"Invoice cannot be voided.","Fakturan kan ikke ugyldiggøres."
"Invoice capturing problem.","Problem med hævning af fakturaen."
"Invoice void problem","Problem med annullering af faktura"
"Invoice will be created without communication with payment gateway.","Fakturaen oprettes uden kommunikation med en betalingsgateway."
"Invoice","Faktura"
"Invoiced","Faktureret"
"Invoices","Fakturaer"
"Is Closed","Er lukket"
"Item in your order","Produkt på din ordre"
"Item Status","Produktstatus"
"Item object is not specified.","Produktobjekt er ikke angivet."
"Item options declaration error.","Item options declaration error."
"Item ordered qty","Antal bestilte produkter"
"Item qty declaration error.","Item qty declaration error."
"Item","Produkt"
"Items Invoiced","Produkter faktureret"
"Items Ordered","Købte produkter"
"Items Refunded","Produkter refunderet"
"Items Shipped","Afsendte produkter (antal)"
"Items in the Package","Produkter i pakken"
"Items in your order","Produkter på din ordre"
"Items maximum quantity or price do not allow checkout.","Produkternes maximumantal eller pris tillader ikke bestilling."
"Items options declaration error.","Items options declaration error."
"Items to Refund","Produkter til refundering"
"Items to Ship","Produkter til levering"
"Items","Produkter"
"Key","Nøgle"
"Last Name","Efternavn"
"Last Ordered Items","Sidst bestilte produkter"
"Last status can\'t be unassigned from state.","Sidste status skal være tildelt en tilstand."
"Length","Længde"
"Link to the New Order","Link til ny ordre"
"Link to the Previous Order","Link til tidligere ordre"
"Logo for HTML Print View","Logo til HTML-udskriftsvisning"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo til HTML-dokumenter. Hvis tom bruges standardlogo.<br />(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Logo til PDF-udskrifter (200x50)"
"Make Check payable to:","Udsted checken til:"
"Manage","Administrer"
"Maximum amount available to refund is %s","Maksimalt beløb der kan refunderes er %s"
"Maximum shipping amount allowed to refund is: %s","Maksimalt leveringsbeløb tilladt at refundere er: %s"
"Message","Besked"
"Message:","Besked:"
"Minimum Amount","Minimumsbeløb"
"Minimum Order Amount","Minimum ordrebeløb"
"Mixed","Blandet"
"Most Viewed Products Report","Mest viste produkter rapport"
"Most Viewed","Mest viste"
"Move to Shopping Cart","Flyt til indkøbskurv"
"Move to Wishlist","Flyt til ønskeseddel"
"Multi-address Description Message","Multiadresse beskrivelsesbesked"
"Multi-address Error to Show in Shopping Cart","Visning af multiadressefejl i indkøbskurv"
"My Orders - Details","Mine ordrer - detaljer"
"My Orders","Mine ordrer"
"N/A","N/A"
"Name","Navn"
"New Billing Agreement","Ny betalingsaftale"
"New Credit Memo for Guest","Ny kreditnota for gæst"
"New Credit Memo for Invoice #%s","Ny kreditnota for faktura nr. %s"
"New Credit Memo for Order #%s","Ny kreditnota for ordre nr. %s"
"New Credit Memo","Ny kreditnota"
"New Invoice and Shipment for Order #%s","Ny faktura og levering for ordre nr. %s"
"New Invoice for Guest","Ny faktura for gæst"
"New Invoice for Order #%s","Ny faktura for ordre nr. %s"
"New Invoice","Ny faktura"
"New Order Confirmation Email Sender","Ny ordrebekræftelse - afsender"
"New Order Confirmation Template for Guest","Ny ordrebekræftelse - skabelon for gæst"
"New Order Confirmation Template","Ny ordrebekræftelse - skabelon"
"New Order RSS","Ny ordre RSS"
"New Order Status","Ny ordrestatus"
"New Order for Guest","Ny ordre for gæst"
"New Order","Ny ordre"
"New Shipment for Guest","Ny levering for gæst"
"New Shipment for Order #%s","Ny levering for ordre nr. %s"
"New Shipment","Ny levering"
"New","Ny"
"Newsletter Subscription","Nyhedsbrev - tilmelding"
"No Items To Refund","Ingen produkter at refundere"
"No Items","Ingen produkter"
"No Payment Methods","Ingen betalingsformer oprettet"
"No detail for number ""%s""","Ingen detaljer for nr. ""%s"""
"No information available.","Ingen information tilgængelig."
"No items","Ingen produkter"
"No order(s) were put on hold.","Ingen ordrer sat på pause."
"No order(s) were released from holding status.","Ingen ordrer ophævet fra pausestatus."
"No ordered items","Ingen bestilte produkter"
"No shipping information available","Ingen tilgængelig leveringsinformation"
"No","Nej"
"Nominal Items","Nominelle produkter"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Nominelle produkter kan kun købes for sig selv. For at kunne fortsætte skal du fjerne de øvrige produkter fra ordren."
"Nominal order registered.","Nominel ordre registreret."
"Not Capture","Hæv ikke"
"Not Initialized","Ikke startet"
"Not Notified","Ikke informeret"
"Not enough valid data to save the parent transaction ID.","Ikke tilstrækkelig data til at gemme hovedtransaktions-ID"
"Notification Not Applicable","Notifikation ikke mulig"
"Notified","Informeret"
"Notify Customer by Email","Informer kunde via email"
"Number of Invoiced Orders","Antal fakturerede ordrer"
"Number of Orders","Antal ordrer"
"Number of Refunded Orders","Antal refunderede ordrer"
"Number","Nummer"
"OK","OK"
"Offline Refunded","Refunderet offline"
"On Hold","Pauset"
"Online Refunded","Refunderet online"
"Order # ","Ordre nr."
"Order # %s %s | %s","Ordre nr. %s %s | %s"
"Order # %s","Ordre nr. %s"
"Order #","Ordre nr."
"Order #%s - %s","Ordre nr. %s - <small><em>%s</em></small>"
"Order #%s","Ordre nr. %s"
"Order API","Ordre-API"
"Order Address Information","Adresseinformation"
"Order Comment Email Sender","Ordrekommentar - afsender"
"Order Comment Email Template for Guest","Ordre kommentar - skabelon for gæst"
"Order Comment Email Template","Ordrekommentar - skabelon"
"Order Comment","Kommentar til ordre"
"Order Comments","Ordrekommentarer"
"Order Credit Memos","Kreditnotaer for ordre"
"Order Currency:","Valuta på ordre:"
"Order Date (%s)","Ordredato (%s)"
"Order Date","Ordredato"
"Order Date: ","Ordredato: "
"Order Date: %s","<p><strong>Ordredato:</strong> %s</p>"
"Order Details","Ordredetaljer"
"Order Grand Total","Ordre samlet total"
"Order History Info","Info om ordrehistorik"
"Order History","Ordrehistorik"
"Order ID","Ordre-ID"
"Order Information","Ordre - detaljer"
"Order Invoices","Ordrefakturaer"
"Order Shipments","Ordreleveringer"
"Order State","Ordretilstand"
"Order Status Information","Ordrestatusinfo"
"Order Status","Ordrestatus"
"Order Statuses","Ordrestatuser"
"Order Subtotal","Ordre-subtotal"
"Order Taxes Report Grouped by Tax Rates","Momsrapport for ordrer grupperet efter momssatser"
"Order Total","Ordretotal"
"Order Totals","Ordretotaler"
"Order Update for Guest","Ordreopdatering for gæst"
"Order Update","Ordreopdatering"
"Order View","Ordrevisning"
"Order credit memo","Kreditnota for ordre"
"Order does not allow to be canceled.","Ordren kan ikke annulleres"
"Order invoice","Ordrefaktura"
"Order is suspended as its capture amount %s is suspected to be fraudulent.","Ordren er suspenderet da beløbet %s er mistænkt for at være falsk"
"Order object is not specified.","Ordreobjekt er ikke angivet."
"Order saving error: %s","Ordren kunne ikke gemmes. Fejl: %s"
"Order shipments","Ordreleveringer"
"Order status does not exist.","Ordrestatusen eksisterer ikke."
"Order status with the same status code already exist.","En ordrestatus med samme statuskode eksisterer allerede."
"Order was placed using %s","Ordren blev placeret ved brug af %s"
"Order","Ordre"
"Ordered amount of %s.","Ordrebeløb %s."
"Ordered","Bestilt"
"Ordering amount of %s is pending approval on gateway.","Ordrebeløb på %s afventer godkendelse hos gateway."
"Orders and Returns Search Form","Søgning i ordrer og returneringer"
"Orders and Returns","Ordrer og returneringer"
"Orders","Ordrer"
"Original Price","Originalpris"
"Original order item that recurring payment profile correspondss to.","Original ordrelinie som abonnementsprofilen hører til."
"PDF Credit Memos","PDF kreditnotaer"
"PDF Invoices","PDF fakturaer"
"PDF Packingslips","PDF pakkeseddel"
"PDF Print-outs","PDF-udskrifter"
"PDF object is not specified.","PDF-objekt er ikke angivet."
"PDF page object is not specified.","PDF-sideobjekt er ikke angivet."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Totalmodel for PDF skal nedarve fra Mage_Sales_Model_Order_Pdf_Total_Default"
"Package types are disregarded for USPS domestic shipments.","Pakketyper benyttes ikke for USPS indenrigsforsendelser."
"Package","Pakke"
"Packages","Pakker"
"Packingslip # ","Pakkeseddel nr."
"Paid Amount","Betalt beløb"
"Paid","Betalt"
"Parent Transaction ID","Hovedtransaktions-ID"
"Parent transaction ID must have a transaction ID.","Hovedtransaktions-ID skal have et transaktions-ID."
"Partial","Delvis"
"Payment Failed","Betaling mislykkedes"
"Payment Information","Betaling - detaljer"
"Payment Method Name","Betalingsmetodenavn"
"Payment Method","Betalingsform"
"Payment Method:","Betalingsmetoder:"
"Payment Review","Betalingsproblem"
"Payment disallow storing objects.","Payment disallow storing objects."
"Payment transactions disallow storing objects.","Payment transactions disallow storing objects."
"Payment type","Betalingstype"
"Payment update has been made.","Betalingsopdatering er udført."
"Pending Payment","Afventer betaling"
"Pending","Afventer"
"Period","Periode"
"Place Order Using Billing Agreements","Afgiv ordren ved brug af betalingsaftale"
"Placed from IP","Afgivet fra IP"
"Please Select Products to Add","Vælg produkter"
"Please Select a Customer","Vælg venligst en kunde"
"Please Select a Store","Vælg venligst en shop"
"Please check billing address information. %s","Kontroller betalingsadresse. %s"
"Please check shipping address information. %s","Kontroller leveringsadresse. %s"
"Please define PDF object before using.","Definer venligst PDF-objektet før du bruger"
"Please enter positive number in this field.","Skriv venligst et positivt tal i dette felt."
"Please select a valid payment method.","Vælg en gyldig betalingsmetode."
"Please specify a shipping method.","Angiv venligst en leveringsmetode."
"Please specify a valid grid column alias name that exists in grid table.","Angiv et gyldigt tabel-kolonne-alias som eksisterer i tabellen."
"Price","Pris"
"Print All Invoices","Udskriv alle fakturaer"
"Print All Refunds","Udskriv alle tilbagebetalinger"
"Print All Shipments","Udskriv alle leveringer"
"Print All","Udskriv alle"
"Print Credit Memos","Udskriv kreditnotaer"
"Print Invoice","Udskriv faktura"
"Print Invoices","Udskriv fakturaer"
"Print Order # %s","Print ordre nr. %s"
"Print Order","Print ordre"
"Print Packingslips","Udskriv pakkesedler"
"Print Refund","Udskriv tilbagebetaling"
"Print Shipment","Udskriv levering"
"Print Shipping Label","Udskriv pakkelabel"
"Print Shipping Labels","Udskriv pakkelabels
"Print","Udskriv"
"Processing","Behandler"
"Product Name","Produktnavn"
"Product","Produkt"
"Products Bestsellers Report","Bestsellerrapport"
"Products in Comparison List","Produkter i sammenligningslister"
"Products should be added to package(s)","Produkterne skal lægges i pakker"
"Products","Produkter"
"Profile #%s","Profil nr. %s"
"Profile Information","Profilinformation"
"Profile State","Profiltilstand"
"Profit","Profit"
"Promotion Coupons Usage Report","Rabatkuponrapport"
"Proper payment object must be set.","Der skal angives et gyldigt betalingsobjekt."
"Purchase Order Number:","Købsordrenummer:"
"Purchased From (Store)","Købt i"
"Purchased From","Købt igennem"
"Purchased Item","Købt produkt"
"Purchased On","Købt den"
"Qty Invoiced","Antal faktureret"
"Qty Ordered","Antal bestilt"
"Qty Shipped","Antal til levering"
"Qty To Add","Antal der skal tilføjes"
"Qty to Add","Antal der skal tilføjes"
"Qty to Invoice","Antal at fakturere"
"Qty to Refund","Antal at refundere"
"Qty to Ship","Antal af levere"
"Qty","Antal"
"Quantity Ordered","Antal bestilt"
"Quote item id is not received.","Quote item id er ikke modtaget."
"Quote item is not loaded.","Quote item er ikke indlæst."
"Rate","Rate"
"Recent Orders","Seneste ordrer"
"Recently Compared Products","Seneste sammenlignede produkter"
"Recently Viewed Products","Seneste viste produkter"
"Recently Viewed","Seneste viste"
"Recurring Profile # %s","Abonnementsprofil nr. %s"
"Recurring Profile Initial Fee","Abonnementsprofil startgebyr"
"Recurring Profiles (beta)","Abonnementsprofiler (beta)"
"Recurring Profiles","Abonnementsprofiler"
"Reference ID","Reference-ID"
"Reference ID:","Reference-ID:"
"Refresh","Opdater"
"Refund #","Refundering nr."
"Refund #%s","Refundering nr. %s"
"Refund Amount","Refunderingsbeløb"
"Refund Offline","Offline refundering"
"Refund Shipping (Excl. Tax)","Refunder levering (ekskl. moms)"
"Refund Shipping (Incl. Tax)","Refunder levering (inkl. moms)"
"Refund Shipping","Refunder levering"
"Refund Totals","Totalrefundering"
"Refund","Refundering"
"Refunded amount of %s offline.","Beløbet %s er refunderet offline."
"Refunded amount of %s online.","Beløbet %s er refunderet online."
"Refunded","Refunderet"
"Refunds","Refunderinger"
"Registered a Void notification.","Registered a Void notification."
"Registered notification about approved payment.","Registrerede notifikation om godkendt betaling."
"Registered notification about authorized amount of %s.","Registrerede notifikation om autoriseret beløb på %s."
"Registered notification about captured amount of %s.","Registrerede notifikation om hævet beløb på %s."
"Registered notification about denied payment.","Registrerede notifikation om afvist betaling."
"Registered notification about refunded amount of %s.","Registrerede notifikation om refunderet beløb på %s."
"Registered update about approved payment.","Registrerede opdatering om godkendt betaling."
"Registered update about denied payment.","Registrerede opdatering om afvist betaling."
"Regular Payment","Almindelig betaling"
"Related Orders","Relaterede ordrer"
"Remove Coupon Code","Fjern rabatkode"
"Remove tracking number","Fjern trackingnummer"
"Remove","Fjern"
"Reorder","Genbestil"
"Retrieve credit memo info","Hent kreditnotainfo"
"Retrieve credit memo information","Hent kreditnotainformation"
